gene_id,R16b,T_M2,T_M4C,T_M5,T_M7,T_R11B,T_R15B,T_R9D
plut2.m8.28866,6412,28313,39966,10941,27649,2644,9020,4005
plut2.m8.28867,0,0,0,0,0,0,0,3
plut2.m8.27488,470,1190,2773,384,2411,160,1274,867
plut2.m8.1678,6391,5464,3759,2316,10309,5268,7388,15317
plut2.m8.15929,8192,23719,13210,8517,27229,8727,10596,6184
plut2.m8.15925,610,2359,1387,645,2850,795,1061,678
plut2.m8.15924,737,1222,318,360,1570,629,554,753
plut2.m8.15927,326,868,455,304,928,322,486,191
plut2.m8.15926,50,258,208,140,225,46,31,125
plut2.m8.15921,20,152,37,85,109,78,611,50
plut2.m8.15920,35,128,170,107,81,14,123,26
plut2.m8.15923,18,118,24,37,84,108,411,105
plut2.m8.15922,3,61,13,24,51,72,313,52
jamg1.TU.Sc0000023.113,434,540,315,150,1447,342,471,185
plut2.m8.1674,422,0,70,83,173,538,1078,3917
plut2.m8.3312,0,5,0,0,0,0,0,0
plut2.m8.3313,169,92,76,40,146,59,76,19
plut2.m8.3310,28,0,0,0,3,11,0,0
plut2.m8.3311,45,252,168,27,272,25,38,0
plut2.m8.3316,12,104,16,13,133,0,35,7
plut2.m8.3317,31,24,7,0,0,41,0,19
plut2.m8.3314,0,25,7,7,62,0,0,0
plut2.m8.3315,0,0,11,0,21,0,0,0
plut2.m8.17277,8887,2673,1367,505,3508,2295,9329,973
plut2.m8.17276,327,101,454,0,696,444,1172,494
plut2.m8.17275,9,34,49,78,0,140,34,129
plut2.m8.17274,10293,9500,8250,2308,8990,5264,7458,3678
plut2.m8.17273,2953,3230,3346,1707,4284,1670,2479,1901
plut2.m8.17272,45,21,28,0,32,14,31,44
plut2.m8.17271,739,2520,1728,1918,4405,2011,2909,1430
plut2.m8.17270,820,4983,4189,1913,6085,973,1688,640
plut2.m8.17279,180,369,306,200,480,116,357,117
plut2.m8.17278,4,0,0,0,0,0,0,0
plut2.m8.2199,2793,5876,5315,2653,5123,2698,3323,3013
plut2.m8.2197,6570,7014,7180,3539,10034,6782,11860,5858
jamg1.TU.Sc0000359.36,6,19,30,55,68,0,54,18
plut2.m8.18013,0,0,0,0,0,0,0,0
plut2.m8.27834,1542,2907,2428,611,3462,2364,3581,3788
jamg1.TU.Sc0000338.21,0,0,0,0,0,9,0,0
plut2.m8.27832,1448,2765,822,789,3538,311,499,41
plut2.m8.27833,1305,897,430,297,1650,531,3232,148
jamg1.TU.xfSc0000130.2,24,3,1,0,0,4,28,17
plut2.m8.27830,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000549.20,0,0,0,0,0,0,0,0
plut2.m8.18015,5471,6587,4489,1758,6083,4193,5872,2962
jamg1.TU.Sc0000279.52,161,322,34,68,105,45,68,10
plut2.m8.18144,223,394,212,410,830,389,505,341
plut2.m8.2044,2272,4843,6203,1925,4892,1783,2178,1321
plut2.m8.18146,215,932,274,407,846,159,344,103
plut2.m8.18147,24,95,46,344,13,349,3245,496
plut2.m8.2041,0,67,1623,176,237,13,65,44
plut2.m8.2040,52,25,130,24,103,35,250,221
plut2.m8.2043,2314,3826,4075,2415,7007,1958,3076,2208
plut2.m8.18143,498,427,304,323,805,579,779,584
plut2.m8.2049,1533,2356,2084,806,2797,660,1345,400
plut2.m8.2048,397,199,50,103,173,442,592,243
plut2.m8.25562,5056,12415,6787,5644,12020,5842,8124,3949
plut2.m8.25563,71,93,2049,41,966,37,107,166
plut2.m8.25560,552,1859,1069,620,2175,919,378,207
plut2.m8.25561,0,0,18,0,0,68,0,0
plut2.m8.25566,26,102,346,34,92,31,106,11
plut2.m8.25567,207,838,964,295,868,88,176,89
plut2.m8.25564,6795,17322,16854,5264,16640,4802,8020,4197
plut2.m8.25565,0,27,14,0,141,0,0,0
jamg1.TU.xpSc0007115.4,0,0,0,0,4,1,1,0
plut2.m8.25568,788,798,2363,397,798,1626,1521,394
plut2.m8.25569,2,3,1,4,7,0,1,0
plut2.m8.2593,2312,3855,3214,2044,4184,1449,2758,1260
plut2.m8.2592,0,0,1658,711,1477,725,2158,0
plut2.m8.2591,337,19,18,86,17,0,276,10
plut2.m8.2590,2812,3554,3448,2343,3937,1317,3049,2161
plut2.m8.2597,0,0,0,0,0,0,0,0
plut2.m8.2596,257,219,13,23,73,187,141,49
plut2.m8.2595,46,100,48,21,66,88,16,0
plut2.m8.2594,4081,16599,23777,6295,26021,2657,5802,1961
plut2.m8.2599,29,23,0,0,17,16,10,3
plut2.m8.2598,0,3,0,0,0,0,0,0
plut2.m8.20942,144,164,140,95,112,54,48,76
jamg1.TU.Sc0000046.1,65,127,71,19,333,25,134,68
plut2.m8.23335,1620,2923,1193,1256,2570,1529,4177,1287
plut2.m8.26122,5,1,14,8,3,23,58,14
plut2.m8.26121,475,2324,3895,258,279,1715,1473,811
plut2.m8.19235,4073,2845,1643,1698,840,460,487,16
plut2.m8.19234,0,0,53,62,0,0,0,0
plut2.m8.19237,29638,80334,67153,49706,108687,31894,43657,17406
plut2.m8.23336,154,254,145,118,247,114,211,130
plut2.m8.19231,15140,49852,100380,41283,78731,13757,26663,11956
plut2.m8.19230,2106,6846,9063,4307,9500,2674,7701,2208
plut2.m8.19233,0,0,1934,695,2,0,1254,0
plut2.m8.19232,585,2435,1706,1094,4540,859,818,283
plut2.m8.19239,229,625,203,81,317,171,147,260
plut2.m8.19238,262,107,407,69,219,74,150,81
plut2.m8.26126,83,32,17,17,23,68,88,184
plut2.m8.23332,91513,194215,169987,98134,238289,117978,185653,64437
plut2.m8.5062,1196,2372,2436,2209,4219,1033,2113,945
plut2.m8.5063,26,87,130,50,91,67,105,43
plut2.m8.5060,4725,8277,10358,5370,10589,3227,5089,3154
plut2.m8.5061,3940,4992,279,1724,2791,1610,1112,395
plut2.m8.5066,730,860,299,369,961,609,1194,321
plut2.m8.5067,752,2474,3176,1108,2852,941,1740,1066
plut2.m8.5064,60,168,89,212,27,532,1563,124
plut2.m8.5065,448,766,104,229,648,405,605,122
plut2.m8.5068,95,149,0,44,66,48,90,0
plut2.m8.5069,0,11,19,16,25,0,0,0
plut2.m8.1767,9,15,4,16,20,8,0,20
plut2.m8.1766,110,60,121,194,222,102,259,35
plut2.m8.1760,32,0,0,53,15,177,16,0
plut2.m8.1768,3,0,0,29,0,0,3,2
jamg1.TU.Sc0000413.38,49,1,4,5,258,95,8,13
jamg1.TU.Sc0000413.37,15,27,72,126,136,38,55,75
jamg1.TU.Sc0000413.36,0,0,0,1,27,4,8,154
plut2.m8.4887,0,1,3,2,3,1,2,0
jamg1.TU.Sc0000310.25,1570,2189,3055,609,1275,1490,1766,1016
plut2.m8.20002,5589,572,206,649,2092,1172,3068,1024
plut2.m8.20003,8832,25077,26630,22207,34530,10026,14910,5754
plut2.m8.20000,674,1155,569,559,1418,587,2815,821
plut2.m8.20001,8194,7132,2939,3161,8380,8530,7131,5023
plut2.m8.20006,1,7,9,10,2,0,0,9
plut2.m8.20007,131,33,29,0,79,5,95,192
plut2.m8.20004,1,299,2321,1197,1178,429,7,0
plut2.m8.20005,728,1337,664,671,1744,663,346,470
plut2.m8.20008,249,1015,83,105,416,342,171,337
plut2.m8.20009,65,81,148,166,399,7,264,16
plut2.m8.7338,123,0,39,39,0,65,43,0
plut2.m8.7339,3,240,44,8,0,0,0,0
jamg1.TU.Sc0000417.38,6,5,0,0,4,122,12,21
plut2.m8.7334,26,34,35,53,45,24,47,29
plut2.m8.7335,1231,649,0,70,847,110,425,24
plut2.m8.7336,1,0,0,0,0,0,0,5
plut2.m8.7330,0,28,0,9,14,0,0,0
plut2.m8.7331,0,22,0,7,9,0,0,6
plut2.m8.7332,7468,2726,546,161,1061,72,2070,0
jamg1.TU.Sc0000453.11,643,430,248,456,479,229,1202,501
jamg1.TU.Sc0000451.17,10,21,131,90,50,36,62,12
jamg1.TU.Sc0000451.16,0,5,15,3,5,52,164,6
jamg1.TU.Sc0000451.15,0,10,20,4,10,40,328,2
plut2.m8.45,6402,10769,12341,8367,17651,4977,7968,4316
jamg1.TU.xfSc0000152.6,0,0,0,0,0,0,0,0
plut2.m8.3058,4805,4410,3527,1171,5167,4181,2917,3318
plut2.m8.33369,222,79,0,0,66,97,27,45
plut2.m8.33368,65,23,2,80,157,387,44,85
plut2.m8.3055,44,238,409,40,225,195,72,33
plut2.m8.33366,183,265,111,30,108,121,597,71
plut2.m8.33365,275,2,0,85,16,49,0,153
plut2.m8.33364,24,35,0,44,20,76,0,49
plut2.m8.3051,0,64,74,17,42,0,0,49
plut2.m8.3050,231,143,151,72,212,197,286,164
plut2.m8.33361,0,0,0,0,0,0,0,0
plut2.m8.33360,21530,0,4420,0,0,0,0,2217
plut2.m8.10968,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000137.8,12,67,78,55,193,21,24,291
plut2.m8.2908,0,69,26,140,365,15,43,0
plut2.m8.2909,0,76,48,9,33,0,0,0
plut2.m8.2900,9843,4648,5494,2748,8858,9197,8227,1245
plut2.m8.2901,2095,9700,7855,4689,14824,3725,5722,2278
plut2.m8.2902,648,786,342,241,583,414,472,400
plut2.m8.2903,201,238,52,101,205,82,158,181
plut2.m8.2904,23892,14941,15013,6004,16521,16409,18890,10841
plut2.m8.2905,0,327,78,333,374,129,768,0
plut2.m8.2907,0,102,15,233,509,84,365,33
plut2.m8.2783,3213,3093,859,1339,784,1087,804,241
plut2.m8.16810,295,631,424,363,775,170,290,223
plut2.m8.16811,0,27,189,53,158,0,0,9
plut2.m8.16812,6754,43562,254,29307,91280,23106,104783,15768
plut2.m8.16813,1624,3937,4977,1726,4656,1210,2800,1342
plut2.m8.16815,3305,4967,4418,1427,5242,2945,3288,2101
plut2.m8.16816,2,0,0,19,3,0,1,0
plut2.m8.16817,703,2223,1954,938,3992,644,1154,616
plut2.m8.16818,1359,3564,7938,1163,4240,3722,3397,1691
plut2.m8.16819,414,1175,2028,402,1179,449,324,230
plut2.m8.33093,0,0,0,0,0,0,0,0
plut2.m8.33092,226,103,16,43,11,50,72,50
plut2.m8.33095,0,0,0,0,0,0,0,0
plut2.m8.33094,13,0,7,0,0,0,0,35
plut2.m8.33097,618,899,296,282,1547,245,541,175
plut2.m8.33096,447,282,92,116,469,179,156,89
jamg1.TU.Sc0000262.9,100,1,0,3,0,21,22,89
jamg1.TU.Sc0000262.6,8,3,2,2,2,76,56,10
plut2.m8.10313,53,5,39,5,0,0,98,0
plut2.m8.10312,70,24,127,27,0,0,442,0
plut2.m8.10315,0,0,21,0,10,0,0,0
plut2.m8.10314,0,9,0,0,10,28,0,0
plut2.m8.10316,88,171,210,13,217,17,75,85
plut2.m8.32948,33,0,0,1,0,0,0,0
plut2.m8.32944,12,0,0,0,0,37,98,6
plut2.m8.32946,1,0,0,0,0,8,0,4
plut2.m8.32947,2,53,36,12,70,0,0,7
plut2.m8.32942,16,7,0,7,0,0,40,0
plut2.m8.32943,0,0,0,0,0,0,232,0
jamg1.TU.Sc0000832.4,0,0,0,0,0,0,0,2
plut2.m8.12370,220,9615,2111,3501,2881,367,639,206
jamg1.TU.Sc0000061.109,126,96,594,55,147,43,64,104
jamg1.TU.Sc0000288.6,19,21,17,0,0,20,0,26
plut2.m8.13426,0,0,91,0,126,0,0,82
jamg1.TU.Sc0000575.18,0,10,18,0,18,4,0,4
plut2.m8.14435,36,9,13,28,0,59,59,176
plut2.m8.13424,93,181,63,63,79,221,70,187
plut2.m8.14430,1498,1948,2818,407,553,1906,1308,263
plut2.m8.13423,139,15,51,84,60,166,83,103
plut2.m8.11046,1399,1906,2630,902,2265,1087,1248,618
plut2.m8.11047,24,0,288,329,1103,499,90,1207
plut2.m8.11044,482,1045,332,346,1067,444,505,213
plut2.m8.11045,3784,2210,1131,1096,2902,1943,2979,2310
plut2.m8.11042,172,2245,1151,1137,4098,633,160,1231
plut2.m8.11043,307,839,522,324,720,154,487,250
plut2.m8.11040,54,214,35,16,118,0,103,32
plut2.m8.11041,1744,3676,7459,1199,3833,1870,1530,1262
plut2.m8.14433,375,1240,558,600,1539,239,452,357
plut2.m8.11049,67,45,51,29,79,49,41,18
plut2.m8.12223,280,933,1188,264,1722,674,481,125
plut2.m8.12222,22338,10457,5858,3936,8889,19722,25888,5979
plut2.m8.12221,120,306,55,138,263,265,163,108
plut2.m8.12220,0,32,0,0,0,0,0,0
plut2.m8.12227,109,198,63,64,190,38,234,67
plut2.m8.12226,4963,8352,5273,3488,10848,4687,5797,3937
plut2.m8.12225,17,11,6,2,4,6,63,18
plut2.m8.12224,6818,29183,24537,22124,42137,9865,21051,7091
plut2.m8.12229,386,1461,2012,607,1226,473,630,427
plut2.m8.12228,1042,1936,629,989,1331,800,1074,555
jamg1.TU.xpSc0007112.2,0,1,0,0,0,0,12,0
jamg1.TU.xfSc0000096.7,0,13,0,2,0,0,0,0
plut2.m8.11590,1,2,1,1,1,1,3,2
plut2.m8.11591,3,18,62,9,34,49,39,97
plut2.m8.11592,15,10,20,0,69,20,71,0
plut2.m8.11593,2903,4939,3043,2217,5031,1691,2480,828
plut2.m8.11594,7772,7182,6662,2184,7921,3032,6881,3909
plut2.m8.29299,0,15,152,0,57,52,27,0
plut2.m8.11596,372,1190,852,442,1273,635,586,393
plut2.m8.11597,210,569,334,458,522,208,265,179
plut2.m8.29294,206,85,165,161,253,223,0,225
plut2.m8.29295,23,173,112,30,209,13,18,32
plut2.m8.29296,2079,5041,9363,2550,8454,1977,1984,1669
plut2.m8.29297,227,142,542,245,571,194,0,574
plut2.m8.29290,40,111,461,43,324,106,367,148
plut2.m8.29291,314,423,316,156,521,458,465,445
plut2.m8.29292,1144,1874,10647,1271,4483,1269,3802,1595
plut2.m8.29293,0,6,0,0,7,0,0,9
jamg1.TU.Sc0000306.2,0,0,1,6,0,0,0,9
plut2.m8.19446,725,1909,1792,913,2108,988,2252,636
plut2.m8.12487,5387,5476,4785,1839,5794,2206,2522,725
plut2.m8.12486,1821,1018,892,594,883,832,969,194
plut2.m8.12485,131,594,290,131,722,78,405,213
plut2.m8.12484,638,522,47,385,891,0,1129,0
plut2.m8.12483,167,149,30,154,255,48,47,48
plut2.m8.12482,0,10,14,0,10,21,0,5
plut2.m8.12481,30,112,27,26,99,38,128,79
plut2.m8.12480,3584,2342,1803,577,1418,1529,1886,1341
plut2.m8.12489,3144,0,420,2992,440,1629,4224,3070
plut2.m8.12488,1905,16709,15296,3608,6980,6142,8815,2242
plut2.m8.6818,0,0,0,0,0,0,0,0
plut2.m8.6819,22583,37986,46512,12546,44282,16684,21184,8450
plut2.m8.6816,0,137,115,165,228,211,227,77
plut2.m8.6817,172,2335,2552,741,1822,242,568,505
plut2.m8.6814,2884,1413,140,830,79,1664,926,682
plut2.m8.6815,3196,6503,17023,2826,7219,1250,2670,1075
plut2.m8.6812,43,47,171,21,271,26,177,45
plut2.m8.6813,7140,22,673,807,2583,8897,1222,164
plut2.m8.6810,375,533,364,200,904,411,313,363
plut2.m8.4524,19,200,14,25,113,19,77,29
plut2.m8.10880,2797,4932,3099,2079,5091,1652,3248,1934
plut2.m8.4526,88,279,52,60,110,54,145,17
plut2.m8.10882,353,159,133,126,214,177,362,200
plut2.m8.10885,32,119,131,102,100,49,149,81
plut2.m8.10884,47,724,196,130,203,44,463,58
plut2.m8.4522,3302,4705,5194,2031,5666,2152,5675,1783
plut2.m8.4523,2,44,39,4,6,3,5,1
plut2.m8.10889,200745,414141,101220,65492,406089,158494,354138,37128
plut2.m8.4528,613,1482,1060,680,1572,296,735,516
plut2.m8.4529,192,114,145,399,2837,24,482,66
plut2.m8.16060,0,0,0,0,0,0,0,0
plut2.m8.16063,0,0,0,0,0,0,0,0
plut2.m8.16062,0,0,0,0,0,0,0,0
plut2.m8.16067,83,456,2559,222,382,48,76,74
plut2.m8.16069,3159,7281,7309,4485,13120,3775,9700,5261
plut2.m8.16068,10062,16058,23621,6333,21861,8387,13086,7084
plut2.m8.23605,6,6,13,15,25,4,55,0
jamg1.TU.Sc0000087.28,1771,1334,551,779,1245,834,1777,472
plut2.m8.26231,0,0,0,0,0,0,0,0
plut2.m8.23606,3,82,0,1,38,0,0,10
plut2.m8.23601,0,0,0,0,0,0,0,0
plut2.m8.26236,0,0,0,0,0,0,0,0
plut2.m8.23603,0,176,0,0,88,0,0,0
plut2.m8.26234,0,3,17,2,3,0,0,0
plut2.m8.26239,0,0,0,0,5,0,0,0
plut2.m8.23609,0,0,0,0,0,0,0,0
plut2.m8.23608,0,179,56,0,41,0,0,0
plut2.m8.25760,0,0,0,0,2,3,1,0
plut2.m8.25761,0,758,86,42,137,0,0,0
plut2.m8.25763,2,16,0,0,19,5,0,0
plut2.m8.25765,85,92,41,45,187,94,122,20
plut2.m8.25766,465,113,81,109,210,396,441,173
plut2.m8.25767,27,0,0,37,0,13,12,0
plut2.m8.25768,684,1049,572,228,1246,819,1316,279
plut2.m8.29881,414,834,749,308,676,220,559,322
jamg1.TU.xfSc0000016.3,573,1047,496,572,1011,655,986,602
plut2.m8.18807,1232,3046,2754,731,3258,784,744,842
plut2.m8.30574,4,31,54,8,8,2,26,11
jamg1.TU.Sc0000089.2,1,21,19,0,15,9,10,5
plut2.m8.22484,11,1,6,28,13,63,22,31
jamg1.TU.xfSc0000226.6,1471,1205,747,1251,1896,1596,1502,164
plut2.m8.29886,0,64,0,18,37,41,174,38
jamg1.TU.Sc0000098.48,6,22,26,7,7,12,70,8
plut2.m8.11868,7318,7605,5777,2357,8424,6703,5314,3783
plut2.m8.11869,638,2282,983,1293,2569,421,755,401
plut2.m8.11860,4945,14436,27209,9531,14981,3307,9125,2270
plut2.m8.11861,779,3041,2509,1062,2524,492,825,1007
plut2.m8.11862,219,563,726,323,715,182,418,168
plut2.m8.11863,125,285,68,65,252,247,315,97
plut2.m8.11864,2591,2606,628,574,2244,1072,1392,555
plut2.m8.11865,1634,700,539,329,1218,664,819,580
plut2.m8.11866,0,23,0,0,0,0,0,0
plut2.m8.11867,137,41,57,34,65,43,87,51
jamg1.TU.Sc0000251.46,0,22,3,0,0,0,0,8
plut2.m8.33613,1383,1825,1228,753,1657,870,1123,472
plut2.m8.3520,1848,821,391,492,918,1109,815,299
jamg1.TU.Sc0000066.2,0,0,0,3,0,0,0,0
jamg1.TU.Sc0000253.42,14215,17081,11677,4679,25380,15316,21459,2586
plut2.m8.24491,0,0,0,0,2,3,0,0
plut2.m8.24490,51,15,61,0,28,0,0,0
plut2.m8.24493,162,157,1260,628,1663,357,2322,1530
plut2.m8.24492,125,31,0,19,24,0,0,0
plut2.m8.24495,181,88,477,179,625,89,119,74
plut2.m8.24494,339,188,609,371,1012,388,2490,2125
plut2.m8.24497,235,122,237,48,115,66,70,13
plut2.m8.24496,544,353,1395,408,1396,1033,951,57
plut2.m8.14337,104,424,78,15,49,27,45,43
plut2.m8.24498,0,0,0,0,0,0,0,0
plut2.m8.14335,1,0,0,0,0,0,0,0
plut2.m8.14334,1,1,1,7,1,0,0,5
plut2.m8.14333,485,953,794,362,1063,329,469,269
plut2.m8.14332,0,0,26,55,26,56,25,120
plut2.m8.14331,2721,1657,765,427,178,1200,417,898
plut2.m8.33616,0,30,0,0,0,0,0,0
plut2.m8.33615,1,0,0,2,0,0,0,0
plut2.m8.33614,308,417,44,143,89,64,176,65
plut2.m8.22268,58,382,410,130,233,66,101,237
plut2.m8.22269,25,13,113,4,11,46,44,1
plut2.m8.22264,731,600,372,355,761,524,1150,586
plut2.m8.22266,33137,40350,10408,20147,53571,40173,41464,14440
plut2.m8.22267,14,40,5,70,102,0,23,41
plut2.m8.22260,1864,3080,630,2313,3243,1139,860,444
plut2.m8.22261,1100,1728,5948,491,1012,978,620,554
plut2.m8.22262,1058,850,2552,448,4188,318,3696,824
plut2.m8.22263,0,0,3,56,0,0,0,0
plut2.m8.24149,1503,3993,6037,1535,4315,1508,1591,719
plut2.m8.24148,75,565,345,31,56,356,374,426
plut2.m8.24143,21711,35319,19593,15851,37102,20152,27187,16152
plut2.m8.24142,522,368,441,308,557,188,353,234
plut2.m8.24141,1971,1767,1825,1152,2803,949,1548,1013
plut2.m8.24140,201,300,368,107,335,118,163,114
plut2.m8.24147,998,3056,2882,1534,4140,746,1422,908
plut2.m8.24146,27,18,14,52,80,0,22,58
plut2.m8.24145,0,20,32,64,244,0,0,0
plut2.m8.24144,0,0,0,18,69,0,0,0
plut2.m8.21513,2153,3411,2388,1393,4421,1174,1834,1326
plut2.m8.21512,15073,39824,26309,22878,61705,16264,34438,11324
plut2.m8.21511,56,9,26,3,45,18,118,19
plut2.m8.21510,5,11,34,0,60,105,25,17
plut2.m8.21516,3637,6289,3813,2929,8513,3293,4437,3341
plut2.m8.21515,2268,5588,3439,1731,6849,2279,2680,1047
plut2.m8.21514,3,20,0,558,764,27,4461,4
plut2.m8.21519,1050,1295,981,535,2614,1219,1312,561
plut2.m8.21518,1670,2946,2214,2596,8074,2011,5503,2289
plut2.m8.929,0,0,0,0,0,0,0,0
plut2.m8.928,0,0,0,0,0,0,0,0
plut2.m8.921,3490,5069,2941,1776,5736,2112,5039,1814
plut2.m8.920,567,1889,4356,1720,2885,939,1088,462
plut2.m8.923,111,673,257,1475,1451,218,263,118
plut2.m8.922,281,84,243,0,1573,709,335,10
plut2.m8.925,4,211,1121,203,467,8,54,17
plut2.m8.924,0,535,302,149,250,0,7,119
plut2.m8.927,47,94,23,96,200,58,237,80
plut2.m8.926,7,56,11,4,0,46,0,2
plut2.m8.29658,0,0,214,0,0,0,0,0
plut2.m8.12598,656,1021,1089,309,1020,442,470,194
plut2.m8.12595,595,4008,6599,1837,5888,357,1032,329
jamg1.TU.xpSc0007074.1,61,63,71,468,338,48,156,58
plut2.m8.29655,4,31,18,4,38,0,0,0
plut2.m8.29656,0,15,5,0,8,0,4,0
plut2.m8.29657,531,218,484,64,97,311,313,59
plut2.m8.12591,450,2341,1899,1221,1531,467,1254,383
plut2.m8.12590,67,1266,88,110,2343,971,79,101
plut2.m8.12593,13,179,143,90,441,188,402,266
plut2.m8.29653,0,0,0,0,0,0,0,0
plut2.m8.31149,0,0,0,0,0,0,0,0
plut2.m8.31148,81,92,264,33,513,71,721,977
plut2.m8.31141,0,0,60,0,0,0,0,0
plut2.m8.31140,257,503,539,125,896,0,258,228
plut2.m8.31143,0,242,56,119,268,42,22,0
plut2.m8.31142,523,421,4,0,0,24398,2287,0
plut2.m8.31145,27,89,82,27,263,62,187,106
plut2.m8.31144,15,48,37,59,163,12,20,35
plut2.m8.31147,11,34,53,46,79,81,62,125
plut2.m8.31146,0,1,0,0,0,0,0,2
plut2.m8.20640,8,89,267,119,128,69,116,96
plut2.m8.20641,278,1053,4094,1714,1937,266,336,1012
plut2.m8.20642,2188,2346,2351,1586,5348,776,2662,2114
plut2.m8.20643,25420,33591,20369,11177,42426,20464,24871,10534
plut2.m8.20644,155,82,69,52,72,172,131,43
plut2.m8.20645,8434,28010,32525,15789,44253,10756,19448,9635
plut2.m8.20646,17,6,5,3,17,0,1,0
plut2.m8.20647,4739,11680,5939,7125,15790,2845,4972,2483
plut2.m8.20649,12,34,42,29,73,37,80,30
jamg1.TU.Sc0000505.9,11,20,59,34,35,18,30,33
jamg1.TU.Sc0000022.11,7,19,32,34,44,4,2,0
plut2.m8.21200,0,0,1,3,9,17,0,6
plut2.m8.6160,0,32,28,8,10,0,8,8
plut2.m8.3299,18,95,34,25,103,0,36,24
plut2.m8.3298,1271,4067,3107,2268,4891,725,1039,450
plut2.m8.3297,516,4169,11685,6620,8264,901,1407,470
plut2.m8.3296,18,39,74,44,74,25,0,25
plut2.m8.3295,1331,3909,4605,1691,4724,1580,3253,1245
plut2.m8.3294,47,103,7,46,108,0,0,0
plut2.m8.3293,3270,983,81,372,599,180,409,73
plut2.m8.3292,996,3441,7748,2148,4458,1234,1505,1107
plut2.m8.3291,2495,2149,3175,538,2655,781,2600,1098
plut2.m8.3290,2594,5499,6338,3273,9441,3313,5266,3005
plut2.m8.15745,0,0,0,0,0,0,0,0
plut2.m8.15744,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000006.17,762,1750,1218,719,1765,1043,689,316
jamg1.TU.Sc0000286.18,197,340,129,116,334,270,839,53
jamg1.TU.Sc0000006.14,29,159,240,74,87,83,104,46
plut2.m8.10993,0,75,33,18,92,0,0,3
plut2.m8.15740,834,239,2143,420,530,213,411,69
plut2.m8.26178,0,0,0,14,0,0,0,0
plut2.m8.4757,111,69,269,81,80,69,171,68
plut2.m8.4756,70,18,70,20,54,47,57,7
plut2.m8.26170,36,0,0,39,9,40,0,27
plut2.m8.26171,181,201,297,134,215,249,146,26
plut2.m8.26172,475,1538,672,359,1240,843,1342,358
plut2.m8.15742,0,0,0,0,0,0,0,0
plut2.m8.26174,0,0,7,0,46,0,0,52
plut2.m8.4755,21,55,17,0,53,41,0,0
plut2.m8.26176,0,0,0,0,0,0,0,0
plut2.m8.26177,0,0,0,0,45,0,0,0
plut2.m8.1506,0,0,0,0,1,0,0,0
plut2.m8.1501,42,1420,639,245,604,277,487,681
jamg1.TU.Sc0000416.37,8,0,0,0,0,0,0,0
plut2.m8.4752,786,1539,5968,491,1992,415,179,76
plut2.m8.1503,14,661,303,75,1715,60,12,250
plut2.m8.1502,477,153,157,117,42,0,45,293
jamg1.TU.Sc0000517.2,102,1132,1122,41,3031,0,0,68
plut2.m8.5923,935,3764,2325,0,5283,1846,1467,179
plut2.m8.5922,3906,7873,11978,3304,10435,2246,3821,2357
plut2.m8.5921,14,100,76,26,96,33,55,50
plut2.m8.5920,10812,20054,26248,11416,22997,10690,18830,7301
plut2.m8.5927,8614,11319,7839,3330,13297,5539,12449,6714
plut2.m8.5926,0,4,3,11,13,0,0,0
plut2.m8.5925,1597,3642,5184,2453,5481,1187,2762,1263
plut2.m8.5924,807,982,214,319,1182,333,542,487
plut2.m8.5929,6293,18238,10542,6829,19757,4275,9541,3401
plut2.m8.5928,114,265,417,157,221,104,856,798
jamg1.TU.xpSc0007479.1,135,9,0,10,37,80,114,0
plut2.m8.7324,958,151,262,151,35,60,465,150
plut2.m8.31969,1761,618,596,578,919,527,976,181
plut2.m8.31968,145,112,27,42,118,209,273,101
plut2.m8.31962,130,102,54,27,259,297,1152,250
plut2.m8.2654,0,18,0,24,5,0,0,0
plut2.m8.2655,2553,4578,2507,2361,5949,1935,2582,1401
plut2.m8.2656,0,0,0,0,0,0,0,0
plut2.m8.2657,1027,1786,1924,1078,2578,431,2048,1148
plut2.m8.2650,108,141,71,76,99,79,258,167
plut2.m8.2651,81,66,37,54,90,46,164,0
plut2.m8.2652,245,622,359,335,1060,124,590,219
plut2.m8.2653,52,470,208,148,208,110,106,129
plut2.m8.2658,707,999,1399,426,1036,303,934,359
plut2.m8.2659,19,14,53,0,24,0,0,0
jamg1.TU.Sc0000134.47,3,1,5,1,0,37,24,0
jamg1.TU.Sc0000586.13,0,25,0,8,11,0,0,577
plut2.m8.9127,1819,4062,1993,1813,4010,1137,3176,1532
plut2.m8.9126,0,0,0,0,0,75,0,0
plut2.m8.9125,2169,4047,1980,1945,4359,1760,3155,1499
plut2.m8.9124,447,0,0,187,399,485,511,329
plut2.m8.9123,7283,7084,4321,4288,8592,3997,9176,4123
plut2.m8.9122,196,611,755,524,753,120,438,175
plut2.m8.9121,16,16,0,18,32,0,10,8
plut2.m8.9120,1349,1048,466,371,1095,930,1047,567
plut2.m8.9129,70,306,114,119,342,101,277,188
plut2.m8.9128,132,97,10,29,153,22,58,31
plut2.m8.1350,121,178,132,42,3829,454,185,424
plut2.m8.1351,27510,48851,58504,16303,61300,23330,34312,17575
plut2.m8.1352,339,1224,1003,364,1178,366,557,530
plut2.m8.1353,2623,1658,3604,1557,1134,1854,4200,2905
plut2.m8.1354,59,208,179,82,188,18,0,10
