gene_id,R16b,T_M2,T_M4C,T_M5,T_M7,T_R11B,T_R15B,T_R9D
plut2.m8.1355,91,278,19,62,239,34,63,17
plut2.m8.1356,477,3003,3616,1741,4165,555,834,765
plut2.m8.1357,0,1258,26,909,62,106,0,0
plut2.m8.1359,0,18,123,147,124,0,0,0
plut2.m8.10740,2519,7495,4906,1693,7720,2248,4111,2348
plut2.m8.19002,944,2691,9215,3536,3823,1397,2309,635
plut2.m8.19003,364,1680,1214,1645,1907,1965,1044,4362
plut2.m8.19000,216,218,494,156,476,482,396,11
plut2.m8.10741,236,266,335,72,407,195,222,178
plut2.m8.19006,369,989,583,397,613,730,672,686
plut2.m8.19007,258,0,0,394,345,201,1145,642
plut2.m8.19004,4554,4541,6200,1907,7271,3063,4276,2368
plut2.m8.19005,91,345,39,192,93,74,160,65
plut2.m8.15994,6166,531,42,254,1731,4133,3436,377
plut2.m8.19008,466,7158,3780,3760,6300,1600,4211,2657
plut2.m8.19009,182,0,0,1101,284,239,1067,585
plut2.m8.15995,243,968,1061,395,702,136,587,343
plut2.m8.15996,35,33,176,18,947,315,88,42
jamg1.TU.Sc0000230.6,0,0,0,0,0,0,0,3
plut2.m8.10745,664,741,215,452,467,331,312,21
plut2.m8.17428,0,84,187,115,193,118,59,104
plut2.m8.21258,275,139,100,84,144,268,273,162
plut2.m8.21259,152,263,122,70,289,105,85,77
plut2.m8.122,847,1901,1013,530,2560,817,883,420
plut2.m8.21250,6823,2902,1831,914,3879,3466,5027,5040
jamg1.TU.xpSc0007057.24,0,25,0,0,0,0,0,0
plut2.m8.21252,176,0,30,12,20,2,25,0
plut2.m8.21253,197,1003,590,473,1055,243,245,80
plut2.m8.21254,5364,4438,2630,3468,7389,9114,36711,4689
plut2.m8.21255,3934,8720,6327,3780,10677,7139,24376,3087
plut2.m8.21256,5,64,62,49,52,5,14,2
plut2.m8.21257,78,484,2125,65,219,74,258,209
plut2.m8.4726,441,1793,2105,1080,2618,981,2640,906
plut2.m8.129,2452,4401,2698,1015,5010,1493,2898,1518
plut2.m8.4724,167,467,589,262,783,166,190,123
plut2.m8.4725,878,962,388,323,985,295,532,310
plut2.m8.4722,3618,3699,2677,1726,4813,1866,2712,2106
plut2.m8.4723,14334,25471,23718,9584,23708,11851,21997,10722
plut2.m8.4720,283,311,173,75,243,101,420,184
plut2.m8.4721,109,346,637,210,557,41,166,114
plut2.m8.4728,2817,5429,5817,2311,6764,3844,6771,3382
plut2.m8.4729,95547,231619,120854,131781,282539,168367,158771,50767
plut2.m8.8656,1456,2424,1758,838,1925,2308,1210,135
plut2.m8.8657,35,0,2,0,319,18,0,0
plut2.m8.8654,259,1003,467,413,1735,158,553,155
plut2.m8.8655,56383,232253,131158,178131,328668,86462,110412,40275
plut2.m8.8652,296,488,161,1102,360,185,75,195
plut2.m8.8653,40,78,0,85,168,68,26,0
plut2.m8.8650,7115,14239,18383,10403,11784,4631,8714,3781
plut2.m8.8651,5328,4348,2754,1676,6007,4225,5469,3600
plut2.m8.8658,673,2789,4430,1750,4244,4102,12015,3399
plut2.m8.8659,248,2122,2379,603,3020,323,393,222
plut2.m8.17282,90,66,184,60,124,369,2456,599
plut2.m8.24359,592,196,262,238,353,73,890,21
plut2.m8.17283,5008,1745,1834,313,3079,2838,1617,1279
jamg1.TU.Sc0000476.8,27,15,12,329,16,305,29,14
jamg1.TU.Sc0000280.10,10358,18442,11225,8054,23995,10708,13820,6458
plut2.m8.4894,316,443,657,1026,1081,95,2473,1021
plut2.m8.4895,9039,8819,26975,2855,13597,21495,12178,2971
plut2.m8.4896,758,1145,762,622,1035,379,612,669
plut2.m8.4897,502,0,96,37,0,0,0,92
plut2.m8.4890,0,5,6,1,8,23,56,0
plut2.m8.4891,0,0,2,1,2,3,13,0
plut2.m8.4892,1004,3723,9051,4207,6275,2143,5103,2082
plut2.m8.17287,1623,10652,14150,6997,12366,1553,3407,941
jamg1.TU.xpSc0007356.1,1,2,85,13,307,4,61,1
plut2.m8.8388,0,0,0,11,57,175,518,150
plut2.m8.8389,687,2695,1527,841,3305,752,994,910
plut2.m8.8384,551,652,600,464,1001,419,774,551
plut2.m8.8385,496,1011,1294,559,1053,527,1196,245
plut2.m8.8386,0,0,0,0,20,0,139,20
plut2.m8.17285,779,443,457,113,649,497,856,295
plut2.m8.8380,4188,7268,7200,5064,8644,3450,3417,1879
plut2.m8.8381,2090,2457,499,1378,2880,918,3134,1226
plut2.m8.8382,1560,1527,1086,596,2194,762,1368,968
plut2.m8.8383,985,1559,1005,593,2053,795,707,393
plut2.m8.24356,44,289,354,106,437,0,117,0
plut2.m8.2851,3494,4324,3426,3739,3956,4371,1574,1256
plut2.m8.24354,245,44,66,76,139,49,38,318
plut2.m8.31429,0,0,0,0,0,0,0,0
plut2.m8.31426,0,0,0,0,0,5,0,5
plut2.m8.31424,0,68,0,0,0,25,69,48
plut2.m8.31425,748,678,262,850,505,1739,1682,1578
plut2.m8.31423,0,266,0,0,0,145,176,154
plut2.m8.31420,591,400,1151,70,57,994,16,0
plut2.m8.31421,7410,5425,3679,1243,4875,2562,6036,1606
jamg1.TU.Sc0000051.57,0,316,355,86,64,50,53,17
plut2.m8.6768,360,48,21,45,6,176,102,59
plut2.m8.6769,23,37,26,0,8,52,54,12
plut2.m8.6765,220,507,185,183,437,210,110,175
plut2.m8.6767,271,215,163,135,268,412,423,329
plut2.m8.6760,14,6,63,37,23,0,15,0
plut2.m8.6761,1163,1639,1912,856,1930,912,597,395
plut2.m8.6762,659,926,1121,705,1956,467,1625,475
plut2.m8.6763,16488,36334,34957,13234,34155,13327,22104,9667
jamg1.TU.Sc0000033.8,6,12,7,4,9,5,16,0
plut2.m8.26541,35,176,64,40,156,19,0,9
jamg1.TU.Sc0000147.60,482,1207,166,353,502,87,132,128
plut2.m8.23712,1547,1752,2434,1417,2177,1360,3438,1122
plut2.m8.28527,4590,1779,1770,1997,1561,2668,1609,142
jamg1.TU.Sc0000147.68,2,52,92,52,239,39,19,7
jamg1.TU.Sc0000147.69,3,128,124,89,395,49,15,9
plut2.m8.23710,17,25,27,10,36,18,15,11
plut2.m8.28521,127,560,635,621,513,600,719,505
plut2.m8.23716,0,0,14,9,0,0,0,0
plut2.m8.6498,1621,4593,15856,2601,7377,867,3439,1482
plut2.m8.6499,1,1480,1246,591,1855,2,15,2
plut2.m8.28523,4939,1644,554,607,591,1095,674,164
plut2.m8.6492,822,174,1887,332,165,94,284,30
plut2.m8.6493,2960,5994,2016,990,5166,2319,4392,1317
plut2.m8.6490,1257,922,439,441,1364,824,1301,289
plut2.m8.6491,653,2512,28706,1106,4535,1780,1864,4058
plut2.m8.6496,4756,1146,8640,1136,692,607,4142,220
plut2.m8.6497,16,0,0,0,14,17,71,0
plut2.m8.6494,2729,2803,1427,834,2728,1269,1875,1347
plut2.m8.6495,908,526,223,155,625,235,701,174
plut2.m8.25016,856,7489,3534,600,4727,260,2106,1531
plut2.m8.25017,0,10,21,4,0,0,0,4
jamg1.TU.xfSc0000291.2,0,0,1,0,0,0,10,0
jamg1.TU.xfSc0000291.4,1,0,0,0,0,0,0,60
plut2.m8.31471,192,73,75,42,133,11,162,95
plut2.m8.31470,130,0,66,25,130,0,753,0
jamg1.TU.Sc0000778.6,0,6,7,1,4,0,9,1
jamg1.TU.Sc0000001.184,342,1622,2082,617,2026,453,849,413
plut2.m8.25018,0,0,12,0,31,0,0,0
plut2.m8.20151,163,46,48,40,47,77,220,117
plut2.m8.22047,11748,14166,12492,4668,14529,6293,9346,6192
plut2.m8.20153,244,424,383,243,451,139,297,163
plut2.m8.33118,0,0,0,0,0,0,0,0
plut2.m8.33119,11,0,2,0,7,0,0,0
plut2.m8.33114,16,6,2,9,19,0,26,13
plut2.m8.33115,11,5,0,0,8,13,37,0
plut2.m8.33116,45,19,28,89,27,91,274,94
plut2.m8.33110,45,71,115,50,176,84,66,55
plut2.m8.33111,3292,11262,14203,5532,11720,4082,5145,2175
plut2.m8.33112,414,1258,689,384,1025,266,844,356
plut2.m8.33113,799,57,126,173,102,306,147,0
plut2.m8.16601,0,0,0,0,0,0,0,0
plut2.m8.16600,59,47,289,36,174,69,450,95
plut2.m8.16602,0,0,0,0,0,0,0,0
plut2.m8.16605,0,0,1,0,0,0,0,0
plut2.m8.10299,1341,3571,2142,2255,4941,826,1628,805
plut2.m8.16607,0,0,0,0,0,0,0,0
plut2.m8.16606,99,321,209,83,198,29,175,74
plut2.m8.10294,86,158,517,248,293,104,515,134
plut2.m8.16608,5,12,4,2,29,0,19,2
plut2.m8.10296,529,1301,390,495,1634,259,347,237
plut2.m8.10297,315,864,602,360,1255,339,558,482
plut2.m8.10290,1757,1443,1975,804,1977,857,1479,725
plut2.m8.10291,3140,3498,3120,1873,6517,2822,4441,2605
plut2.m8.10292,342,867,498,394,1255,586,514,374
plut2.m8.10293,3995,7429,7690,2856,8338,2164,5017,1920
jamg1.TU.Sc0000096.1,0,0,32,0,0,0,0,5
jamg1.TU.Sc0000096.6,4,183,0,0,11,0,0,0
jamg1.TU.xpSc0007182.4,102,193,157,71,244,142,440,249
jamg1.TU.Sc0000576.1,200,21,27,111,23,1207,451,67
plut2.m8.11657,33,55,15,22,66,11,31,1
plut2.m8.11656,3,0,0,0,0,32,0,0
plut2.m8.11655,951,1300,2219,719,3072,1013,646,524
plut2.m8.11654,0,0,0,0,0,0,0,0
plut2.m8.11653,1473,7150,725,3187,9282,1542,1608,1004
plut2.m8.11652,461,405,327,203,377,219,298,122
plut2.m8.11651,78,373,258,51,75,0,0,0
plut2.m8.11659,320,154,88,118,58,93,97,15
plut2.m8.11658,0,0,21,13,0,0,0,0
plut2.m8.14519,92,50,10,29,49,36,64,12
plut2.m8.14518,0,0,0,0,0,0,0,0
plut2.m8.14517,16,51,162,69,94,0,0,11
plut2.m8.14516,118,139,136,46,247,140,513,66
plut2.m8.14515,808,738,173,243,2924,426,284,250
plut2.m8.14514,292,1101,430,835,1728,530,577,316
plut2.m8.14513,0,0,0,0,0,0,0,0
plut2.m8.14512,0,0,0,0,0,0,0,0
plut2.m8.14511,230,53,34,0,81,194,195,35
plut2.m8.14510,3,2,0,0,21,0,1,3
jamg1.TU.Sc0000576.6,7,31,20,16,47,0,0,0
jamg1.TU.xpSc0007067.12,431,605,791,558,1176,624,1035,664
plut2.m8.29489,0,0,352,0,668,0,0,0
plut2.m8.29488,194,344,57,148,181,512,836,285
plut2.m8.26376,12,0,0,0,0,0,42,0
plut2.m8.26377,21,8,0,11,9,0,0,0
plut2.m8.26374,0,0,0,5,0,0,26,11
plut2.m8.26375,9,0,0,1,3,12,12,1
plut2.m8.26372,503,390,130,434,2118,355,601,367
plut2.m8.26370,606,641,4667,317,479,302,263,139
plut2.m8.26371,235,638,950,415,1694,870,377,342
plut2.m8.26378,2566,10294,6212,2063,5653,5548,6343,3798
plut2.m8.26379,201,461,344,128,485,141,260,176
plut2.m8.1318,0,0,0,0,0,0,0,0
plut2.m8.1319,673,3092,1398,1566,3559,754,2153,1613
plut2.m8.22875,1544,2792,1903,1303,2410,0,3248,2
plut2.m8.22874,1099,2126,2726,1987,4683,126,4778,4
plut2.m8.22877,1041,8699,5705,1567,3583,0,1564,0
plut2.m8.22876,159,811,1463,423,720,328,769,379
plut2.m8.22871,705,2610,2932,902,3191,871,2522,862
plut2.m8.22870,912,2917,1060,966,2516,895,741,182
plut2.m8.22873,109,1075,1172,931,1160,366,578,746
plut2.m8.22872,485,671,422,191,724,302,431,266
plut2.m8.22879,815,521,2359,1131,4076,179,2340,295
plut2.m8.22878,2150,5198,9474,6224,3281,0,5434,0
plut2.m8.9169,179,709,774,661,1321,97,197,185
plut2.m8.23472,5059,11152,5150,4815,14900,6329,8230,2152
plut2.m8.23473,1205,2792,5560,965,3572,785,2450,1480
plut2.m8.23470,198,772,260,217,682,174,57,182
plut2.m8.9168,36,273,458,243,158,123,194,163
plut2.m8.23477,25,142,1055,112,61,34,3,15
plut2.m8.23475,47,181,44,42,171,0,27,8
plut2.m8.23478,20,43,12,10,52,28,81,46
plut2.m8.23479,9392,14447,61803,22679,36196,5976,22117,3326
jamg1.TU.Sc0000461.9,411,717,405,314,947,25,79,76
plut2.m8.3553,13984,14551,10103,4711,12650,9261,17826,8960
plut2.m8.15396,0,318,323,0,0,0,0,0
plut2.m8.15394,3267,6868,6830,2861,9947,3306,3573,2183
plut2.m8.15395,0,4,983,0,680,0,0,0
plut2.m8.15392,1699,2377,2234,1157,2940,1070,2913,1216
plut2.m8.15393,0,15,21,18,101,0,0,5
plut2.m8.15390,834,908,1005,261,1055,695,935,664
plut2.m8.15391,0,0,0,0,0,0,0,0
plut2.m8.17725,79,334,346,148,447,58,72,46
plut2.m8.18512,2566,6235,2538,3243,5430,3047,3520,2066
plut2.m8.18511,437,1638,395,519,1482,600,293,433
plut2.m8.18510,0,0,0,0,0,0,0,0
plut2.m8.18517,3625,12485,7197,6150,14446,2964,5453,3298
plut2.m8.18516,41,218,84,106,327,73,260,71
plut2.m8.17723,737,881,1118,390,1854,532,776,529
plut2.m8.17722,1895,1969,3457,1465,6970,5259,5133,6897
plut2.m8.18519,753,562,361,396,1449,688,775,350
plut2.m8.18518,9282,18138,8394,5736,21251,6019,9095,5527
plut2.m8.17729,3,0,0,0,0,0,0,0
plut2.m8.17728,0,0,19,0,10,0,0,0
plut2.m8.13105,1169,8028,43483,5875,15563,501,2095,2820
plut2.m8.25133,70,294,1579,142,170,114,24,19
plut2.m8.25132,20,233,23,31,549,32,212,20
plut2.m8.25135,13,4308,1354,737,1334,430,1121,524
plut2.m8.25134,30,4552,1707,739,1825,423,1707,644
plut2.m8.17899,4181,4819,2578,1259,3239,2484,2449,1417
plut2.m8.17898,40,27,25,20,147,0,0,0
plut2.m8.17897,1743,1889,805,1059,1463,1277,2450,1170
plut2.m8.25138,63,574,228,481,615,0,157,17
plut2.m8.17895,0,0,0,0,0,0,0,0
plut2.m8.17894,142,301,106,119,222,100,86,131
plut2.m8.17893,12795,14500,16015,7057,17440,11361,29276,8229
plut2.m8.14731,2059,5866,6463,3830,8839,1254,1574,952
plut2.m8.17891,10731,14210,15715,5829,17110,8569,12468,8036
plut2.m8.17890,0,0,0,0,0,126,0,1
plut2.m8.24848,3611,9196,7667,5878,15766,2467,6074,2604
plut2.m8.24849,488,1009,572,508,1217,684,949,1511
plut2.m8.24842,11,28,178,11,146,16,521,18
plut2.m8.24843,0,0,10,0,0,0,0,0
plut2.m8.24840,0,11,0,0,3,20,17,0
plut2.m8.24841,41,95,49,152,117,33,220,103
plut2.m8.24846,651,572,356,351,726,504,1393,1624
plut2.m8.24847,0,9,0,19,0,0,0,0
plut2.m8.24844,31,1292,4403,298,11734,2529,13,970
plut2.m8.24845,158,417,73,284,622,482,357,187
plut2.m8.14735,23,100,18,17,176,19,27,70
plut2.m8.14734,119,95,71,47,171,50,187,104
plut2.m8.688,3221,7580,6103,4815,13025,3262,4149,2803
plut2.m8.689,547,717,276,322,117,431,1353,731
plut2.m8.684,119,41,97,124,127,109,303,195
plut2.m8.685,86,32,53,54,123,125,261,253
plut2.m8.686,9,22,13,20,34,9,9,6
plut2.m8.687,796,3049,3337,1509,4233,1409,3119,763
plut2.m8.680,10265,16160,14819,5891,19028,7017,11169,5065
plut2.m8.681,4,61,22,11,22,0,0,0
plut2.m8.682,237,843,897,519,1132,234,817,271
plut2.m8.683,1508,4819,4676,1908,5574,1305,2312,1425
plut2.m8.19640,93,0,6,0,0,62,129,202
plut2.m8.19641,271,25,58,129,34,155,735,0
plut2.m8.19642,0,0,0,0,0,0,0,0
plut2.m8.19645,4933,6316,661,2751,1564,766,6051,1875
plut2.m8.19646,80,58,0,131,49,46,60,36
plut2.m8.19647,2908,867,91,804,188,318,3936,1042
plut2.m8.19648,8,47,0,0,287,0,31,141
plut2.m8.19649,46,63,38,313,78,15,0,0
jamg1.TU.Sc0000662.5,0,13,0,0,3,1,0,0
plut2.m8.24268,155,765,1818,475,1013,181,83,241
plut2.m8.24269,3264,10975,449,859,11129,5002,9568,2378
plut2.m8.24266,910,609,417,144,486,449,435,770
plut2.m8.24267,1293,257,174,123,153,1008,1014,91
plut2.m8.24264,26,80,41,4,20,39,141,62
plut2.m8.24265,549,3541,7054,2735,6183,456,617,583
plut2.m8.24262,252,1128,867,200,1019,99,242,133
plut2.m8.24263,3190,14093,20206,11942,24270,3285,7086,2011
plut2.m8.24260,1568,6708,6053,1036,7258,1932,3094,1550
plut2.m8.24261,165,843,682,426,1250,138,445,142
plut2.m8.30179,144,178,329,145,658,26,41,25
plut2.m8.30178,435,724,389,622,1908,175,255,282
plut2.m8.30177,1170,2965,1806,817,2936,571,1305,316
plut2.m8.30176,515,697,201,292,650,201,608,184
plut2.m8.30175,1716,2819,3297,1176,3534,940,2441,1491
plut2.m8.30174,446,806,110,290,640,95,319,184
jamg1.TU.Sc0000003.11,128,334,318,162,454,13,212,75
plut2.m8.30171,336,554,50,95,383,110,107,99
plut2.m8.30170,11,0,0,6,5,0,0,0
jamg1.TU.Sc0000197.1,55,133,79,78,49,35,84,0
jamg1.TU.Sc0000197.2,135,231,152,115,114,43,111,0
jamg1.TU.Sc0000197.3,13,0,0,0,4,26,0,35
plut2.m8.21720,3,4,0,2,2,0,2,1
plut2.m8.21721,1,80,84,100,414,44,0,0
plut2.m8.21722,2,73,92,90,376,40,0,11
plut2.m8.21723,223,530,150,212,491,251,611,403
plut2.m8.21724,167,392,341,109,290,135,489,263
plut2.m8.21725,41,15,29,18,22,34,15,30
plut2.m8.21726,2810,858,1508,330,1055,1932,3061,2440
plut2.m8.21727,74,286,221,524,1055,100,227,98
plut2.m8.21728,166,802,321,169,1817,853,1145,1972
plut2.m8.21729,2717,8127,5634,2684,9650,1869,2894,1020
plut2.m8.27768,782,1952,2185,869,3460,1215,2317,885
plut2.m8.27769,244,440,102,189,333,284,133,40
plut2.m8.27762,85,45,100,107,120,281,133,33
plut2.m8.27763,1252,279,438,321,843,1124,2064,1116
plut2.m8.27760,3541,7639,12860,3689,10474,3039,4921,2942
plut2.m8.27761,369,1422,505,807,1910,627,868,386
plut2.m8.27766,2863,2966,2922,1626,4518,4250,5835,3135
plut2.m8.27767,617,1028,1361,602,1391,1010,2125,700
plut2.m8.27764,90,0,85,44,157,113,88,30
plut2.m8.27765,38,111,5,0,18,18,39,24
jamg1.TU.Sc0000218.60,6,12,0,4,5,12,49,5
jamg1.TU.Sc0000716.2,27,103,114,75,112,12,38,0
jamg1.TU.Sc0000028.125,0,0,0,0,0,0,0,0
plut2.m8.19470,84,1,5,10,78,97,15,8
plut2.m8.19476,6,47,45,26,67,18,22,0
plut2.m8.19475,0,45,15,0,15,21,38,0
jamg1.TU.Sc0000019.36,11,29,3,0,13,0,0,9
jamg1.TU.xfSc0006590.1,0,7,4,0,3,0,0,0
plut2.m8.2283,3467,4298,781,1356,4799,1035,5943,1382
plut2.m8.2282,292,664,464,338,847,206,391,257
plut2.m8.2281,112,195,252,64,215,109,103,110
plut2.m8.2280,42,47,0,56,71,18,25,24
plut2.m8.2286,0,1086,1682,260,1883,557,1142,648
plut2.m8.2285,147,106,48,25,71,0,153,30
plut2.m8.2284,410,1273,845,815,2114,476,582,358
plut2.m8.2289,586,1102,3129,247,1771,1299,2701,910
plut2.m8.2288,0,111,295,43,288,60,186,74
jamg1.TU.Sc0000642.3,0,0,0,9,9,12,56,0
plut2.m8.30913,177,32,0,0,17,153,0,80
plut2.m8.30915,68,9,0,8,5,26,0,40
plut2.m8.30914,399,420,265,231,613,102,323,195
plut2.m8.3488,3705,8467,12627,4737,8013,2517,3107,1367
plut2.m8.30916,0,13,12,0,0,0,0,0
plut2.m8.3486,7,40,73,53,170,6,44,36
plut2.m8.30918,0,0,0,0,0,0,0,0
plut2.m8.3484,257,1403,1177,491,1436,337,530,340
jamg1.TU.Sc0000634.5,16,45,62,15,63,0,31,0
plut2.m8.3482,7477,24521,14604,15749,33725,8449,19229,6292
plut2.m8.3483,4215,10020,12882,6556,10584,4335,5818,2194
plut2.m8.3480,1700,2823,2782,1086,4319,1770,3259,1739
plut2.m8.3481,6099,37497,68126,24365,36409,5825,13336,4668
plut2.m8.5884,6,34,49,39,30,29,38,17
plut2.m8.8877,210,389,0,35,89,178,222,75
plut2.m8.5886,4019,14937,17293,9367,18423,5834,10444,5415
plut2.m8.8875,18,38,9,25,79,0,0,15
plut2.m8.5880,32579,83517,106952,42050,105951,36376,76808,33128
plut2.m8.8873,123,133,11,20,94,4,63,38
plut2.m8.5882,6267,13463,13455,4658,11059,5034,4376,2459
plut2.m8.8871,34,89,40,14,39,44,76,24
plut2.m8.5888,11485,28412,39718,15737,28804,9643,32343,6120
plut2.m8.5889,4868,5772,3596,1526,3541,3483,9171,3953
plut2.m8.8878,130,225,0,0,27,54,73,20
plut2.m8.8879,0,0,0,0,0,0,0,0
plut2.m8.33464,56,5,0,33,73,18,57,61
plut2.m8.33465,0,0,0,0,0,0,0,0
plut2.m8.33466,19,31,178,131,215,54,471,79
plut2.m8.3737,469,850,231,256,1018,298,435,214
plut2.m8.3730,278,2521,462,220,406,446,732,504
plut2.m8.33461,192,2443,1734,486,277,2793,1714,4653
plut2.m8.3732,3722,1578,645,473,2993,2563,2920,544
plut2.m8.3733,16656,34667,8001,13427,54824,6356,3644,586
plut2.m8.3738,382,35,73,18,29,67,162,8
plut2.m8.33469,12,58,13,6,43,0,24,0
plut2.m8.25852,9,0,9,4,24,0,13,0
plut2.m8.25853,0,0,0,0,0,0,0,0
plut2.m8.25850,2413,0,0,0,0,0,0,21
plut2.m8.25851,511,1099,109,344,971,352,702,202
plut2.m8.25856,0,0,0,0,40,0,0,0
plut2.m8.25857,90,108,120,79,189,115,90,142
plut2.m8.25854,0,0,0,0,0,0,0,0
plut2.m8.25855,0,13,0,0,0,0,0,0
plut2.m8.25858,0,0,0,0,0,0,0,0
plut2.m8.25859,0,0,12,0,0,0,0,0
plut2.m8.24056,30,33,0,0,22,653,1130,0
plut2.m8.5773,133,0,0,0,0,0,0,0
plut2.m8.5771,0,0,0,1,0,0,0,0
plut2.m8.5776,7,35,0,0,0,0,0,0
plut2.m8.5777,0,0,1,0,0,0,0,0
plut2.m8.5774,0,0,0,0,2,0,0,0
plut2.m8.5775,23,0,0,34,4,49,62,0
plut2.m8.5779,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000088.24,54,70,108,54,123,107,59,80
plut2.m8.7419,2869,2448,2917,1212,7010,1636,2436,1924
plut2.m8.8693,1031,1233,2272,426,719,888,2106,409
jamg1.TU.Sc0000006.8,0,0,0,0,0,0,0,0
plut2.m8.6006,7558,12867,8399,6685,14386,6434,12440,4879
plut2.m8.26664,636,534,648,194,585,406,816,269
plut2.m8.26665,30,54,230,157,33,127,90,0
plut2.m8.18250,0,200,117,0,134,31,0,0
plut2.m8.18251,31,11,24,87,74,0,52,30
plut2.m8.18252,174,26,76,30,107,0,81,0
plut2.m8.18253,2750,1424,4907,426,772,126,179,54
plut2.m8.18254,3742,2033,5893,600,1304,138,243,51
plut2.m8.18255,648,112,442,58,246,36,62,0
plut2.m8.18256,0,0,0,0,0,0,0,0
plut2.m8.18257,0,0,0,0,0,0,0,0
plut2.m8.26667,21,137,155,147,57,53,138,76
plut2.m8.26661,0,8,0,0,244,0,116,0
plut2.m8.26663,10,7,6,11,13,3,11,0
plut2.m8.7413,2164,3895,641,1242,3617,1372,2257,1430
plut2.m8.7417,1715,3194,1711,1451,2890,1439,1047,1510
plut2.m8.9088,67,152,48,38,100,60,88,30
plut2.m8.9089,1917,3261,3377,1582,5015,1147,2218,1203
plut2.m8.9080,694,1145,340,398,617,545,1675,759
plut2.m8.9081,17874,12433,7281,4409,12711,9550,13636,8599
plut2.m8.9082,2565,3020,1903,994,2767,1664,2724,1608
plut2.m8.9083,335,802,548,585,1559,351,213,93
plut2.m8.9084,5118,8104,7769,5285,10323,5359,6473,3267
plut2.m8.9085,264,694,444,665,926,366,878,424
plut2.m8.9086,54,86,72,50,146,60,29,35
plut2.m8.9087,317,1310,897,706,2747,1358,1338,524
plut2.m8.1255,449,1571,316,519,1502,310,737,344
plut2.m8.1254,7328,11791,3246,5925,14879,3302,5612,2363
plut2.m8.1257,4329,11995,13772,7238,16474,4819,3741,2993
plut2.m8.1251,150,178,61,97,134,55,137,48
plut2.m8.1250,653,1367,278,594,1209,544,961,266
plut2.m8.1258,18212,16933,18760,5036,17962,10512,12780,8814
jamg1.TU.Sc0000813.7,0,2114,635,189,147,21,50,5
jamg1.TU.Sc0000813.8,4,10,31,17,19,8,0,246
jamg1.TU.Sc0000068.56,30,273,79,32,176,65,20,138
jamg1.TU.Sc0000068.54,0,431,165,182,140,0,0,417
jamg1.TU.Sc0000032.94,31,70,27,26,60,45,65,17
jamg1.TU.Sc0000803.7,0,2,17,10,18,0,17,0
jamg1.TU.Sc0000803.3,0,0,6,0,0,4,0,7
plut2.m8.13259,321,507,560,216,355,70,258,79
plut2.m8.13258,757,3450,1610,1937,3420,592,450,402
plut2.m8.15463,6410,7278,16718,3442,10106,5959,12186,5179
jamg1.TU.Sc0000243.26,0,1,4,6,1,13,4,12
plut2.m8.13251,25900,59294,65538,55087,117290,57800,99691,56116
plut2.m8.13250,553,224,113,17,199,98,1003,106
plut2.m8.13253,0,0,0,0,0,0,0,0
plut2.m8.13252,0,0,0,0,0,0,0,0
plut2.m8.13255,22,0,585,172,253,0,24,0
plut2.m8.13254,743,173,534,163,211,684,1788,227
plut2.m8.13256,0,4,9,7,3,0,25,0
jamg1.TU.xfSc0000003.52,459,1225,989,480,1290,519,820,425
plut2.m8.4150,978,41,42,58,98,98,82,45
jamg1.TU.xfSc0000057.1,0,0,0,0,0,0,0,0
plut2.m8.4158,0,3,0,0,2,0,22,5
jamg1.TU.Sc0000747.18,0,0,0,0,0,0,0,0
jamg1.TU.Sc0000747.15,0,0,0,0,0,0,0,0
plut2.m8.4911,226,662,283,381,1082,182,563,244
plut2.m8.4910,76,53,18,32,70,50,129,12
plut2.m8.4912,0,0,0,0,0,0,0,0
plut2.m8.4915,4,0,0,0,6,0,0,8
plut2.m8.4914,0,0,0,9,2,1,0,0
plut2.m8.4917,2134,2368,2057,964,1925,884,1148,872
plut2.m8.4919,123,698,526,295,899,142,353,104
plut2.m8.4918,3381,853,680,512,957,1886,2177,1154
plut2.m8.8021,1543,2545,1337,752,3552,1223,1294,576
plut2.m8.8020,1340,729,427,452,666,924,1422,504
plut2.m8.8023,11080,3861,2161,1275,4597,4241,7063,2548
plut2.m8.8022,2319,5207,10172,1858,5790,2351,6957,644
plut2.m8.8025,2682,4487,18834,6277,8396,1710,4373,903
plut2.m8.8024,172,115,55,104,99,81,205,140
plut2.m8.8027,8163,3050,2288,2167,2202,5188,27814,3995
plut2.m8.8026,42,0,0,0,0,20,4,0
plut2.m8.8029,6649,14894,9373,6007,15249,5354,8338,2723
plut2.m8.8028,20834,37007,55054,14223,24822,14055,22096,8856
plut2.m8.6518,0,0,0,0,0,0,4,0
plut2.m8.6517,292,0,165,178,435,0,0,0
plut2.m8.6516,61,0,24,0,0,0,0,0
plut2.m8.6515,356,24,17,26,0,39,256,27
plut2.m8.6513,34,63,70,19,29,55,0,48
plut2.m8.6512,0,527,43,298,323,0,0,0
plut2.m8.6511,0,0,0,0,0,0,0,0
plut2.m8.6510,20,57,188,33,52,31,39,41
jamg1.TU.Sc0000394.20,211,100,121,52,207,390,250,243
plut2.m8.29809,0,0,0,0,0,0,0,0
plut2.m8.29808,0,0,0,0,0,0,0,0
jamg1.TU.xpSc0007336.4,0,7,29,0,44,27,2,12
plut2.m8.29801,6,5,3,14,11,0,0,2
plut2.m8.29803,371,212,60,104,308,148,178,37
